private_interest_id,company_id_openpolis,company_id_transparency,person_id_openpolis,person_id_transparency,company_name,company_vat,company_type,company_headquarter_address,company_headquarter_municipality,company_headquarter_province,company_sector_description,company_transparency_sector,company_turnover_range,company_employees_range,person_company_role,person_company_role_starting_date,person_company_share_%
PI00241,96478,CO00169,819524,PE00180,GETAPP S.R.L.,,Società a responsabilità limitata,"Via Tommaso Alva Edison, 43",Pistoia,MN,Produzione di software non connesso all'edizione,Informatica,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,4.75
PI00092,96340,CO00072,541134,PE00093,JOB CONSULTING S.R.L.,,Società a responsabilità limitata,"Via Antenore, 2",Cittadella,PD,Elaborazione dati,Informatica,Minore o uguale a 250.000 euro,Da 3 a 10,Azionista,,35
PI00183,96421,CO00126,494177,PE00551,MEMAR-MONTEASSEGNI S.P.A.,,Società per azioni,"Via Adolfo Tedeschi, 10/12",Reggio nell'Emilia,RE,Altre elaborazioni elettroniche di dati,Informatica,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Consigliere - terminato,42572,
PI00022,82410,CO00017,819346,PE00929,SINCON S.R.L.,00787980739,Società a responsabilità limitata,"Via Venezia Giulia, 70",Taranto,TA,Produzione di software non connesso all'edizione,Informatica,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Sindaco effettivo - terminato,41428,
PI00078,96328,CO00061,495024,PE00200,SERVIZI IM.PR.ESA S.R.L.,,Società a responsabilità limitata,"Via Altinia, 211/V",Venezia,VE,Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf),Informatica,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,24
PI00076,96328,CO00061,495024,PE00200,SERVIZI IM.PR.ESA S.R.L.,,Società a responsabilità limitata,"Via Altinia, 211/V",Venezia,VE,Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf),Informatica,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Consigliere - terminato,42573,
PI00077,96328,CO00061,495024,PE00200,SERVIZI IM.PR.ESA S.R.L.,,Società a responsabilità limitata,"Via Altinia, 211/V",Venezia,VE,Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf),Informatica,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Presidente del consiglio di amministrazione - terminato,42573,
PI00028,85623,CO00022,819059,PE00237,IMPRESA MAZZOTTI ROMUALDO S.P.A.,,Società per azioni,"Localita' Ridever, 5",Borgo Lares,TN,"Costruzione di strade, autostrade e piste aeroportuali",Infrastrutture,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Sindaco supplente,42489,
PI00008,22035,CO00008,541807,PE00930,VENETO STRADE S.P.A.,,Società per azioni,"Via Cesco Baseggio, 5",Venezia,VE,"Costruzione di strade, autostrade e piste aeroportuali",Infrastrutture,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Consigliere,40695,
PI00009,22035,CO00008,541807,PE00930,VENETO STRADE S.P.A.,,Società per azioni,"Via Cesco Baseggio, 5",Venezia,VE,"Costruzione di strade, autostrade e piste aeroportuali",Infrastrutture,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Presidente del consiglio di amministrazione,40711,
PI00262,96514,CO00184,822245,PE00822,CINE BINGO - SOCIETA' PER AZIONI,,Società per azioni,"Via Palazza, 55",Belvedere Marittimo,CS,Altre attività connesse con le lotterie e le scommesse,Lotterie e scommesse,Tra 2.000.000 e 10.000.000 euro,Più di 250,Azionista,,40
PI00260,96514,CO00184,822245,PE00822,CINE BINGO - SOCIETA' PER AZIONI,,Società per azioni,"Via Palazza, 55",Belvedere Marittimo,CS,Altre attività connesse con le lotterie e le scommesse,Lotterie e scommesse,Tra 2.000.000 e 10.000.000 euro,Più di 250,Consigliere,37152,
PI00261,96514,CO00184,822245,PE00822,CINE BINGO - SOCIETA' PER AZIONI,,Società per azioni,"Via Palazza, 55",Belvedere Marittimo,CS,Altre attività connesse con le lotterie e le scommesse,Lotterie e scommesse,Tra 2.000.000 e 10.000.000 euro,Più di 250,Presidente del consiglio di amministrazione,37152,
PI00265,96517,CO00187,822245,PE00822,BINGO OSTIA - SOCIETA' A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via Giustino Fortunato, 54",Belvedere Marittimo,CS,Altre attività connesse con le lotterie e le scommesse,Lotterie e scommesse,Minore o uguale a 250.000 euro,Da 11 a 50,Azionista,,1
PI00264,96516,CO00186,822245,PE00822,FORTALEZA - SOCIETA' A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via Salaria, 35/37",Roma,RM,Altre attività connesse con le lotterie e le scommesse,Lotterie e scommesse,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Azionista,,30
PI00105,96357,CO00080,822316,PE00716,PIELLE ASTUCCI S.R.L.,,Società a responsabilità limitata,"Strada Cascine, 24",Quargnento,AL,Fabbricazione di altri articoli nca,Manifatturiero,Dato non disponibile,Da 3 a 10,Azionista,,50
PI00104,96357,CO00080,822316,PE00716,PIELLE ASTUCCI S.R.L.,,Società a responsabilità limitata,"Strada Cascine, 24",Quargnento,AL,Fabbricazione di altri articoli nca,Manifatturiero,Dato non disponibile,Da 3 a 10,Amministratore,43273,
PI00032,91381,CO00026,494450,PE00744,R.O.I. AUTOMOTIVE TECHNOLOGY S.R.L.,,Società a responsabilità limitata,"Via Cavalier Pietro Radici, 19",Cazzano Sant'Andrea,BG,Fabbricazione di altri articoli tessili tecnici ed industriali,Manifatturiero,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Sindaco effettivo,39932,
PI00024,83686,CO00019,603942,PE00832,F.LLI SAVIANE DI POMPEO SRL,,Società a responsabilità limitata,"Viale Alpago, 169",Alpago,BL,Taglio e piallatura del legno,Manifatturiero,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,7.33
PI00023,82542,CO00018,819524,PE00180,CARTIERE CARRARA S.P.A.,,Società per azioni,"Viale Spartaco Lavagnini, 41",Firenze,FI,Fabbricazione di carta e cartone,Manifatturiero,Maggiore di 50.000.000 euro,Più di 250,Azionista,,16.82
PI00114,96366,CO00087,542387,PE00105,BONIARDI GRAFICHE SRL,,Società a responsabilità limitata,"Via Giordano Bruno, 5",Milano,MI,Altra stampa,Manifatturiero,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Azionista,,25
PI00113,96366,CO00087,542387,PE00105,BONIARDI GRAFICHE SRL,,Società a responsabilità limitata,"Via Giordano Bruno, 5",Milano,MI,Altra stampa,Manifatturiero,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Consigliere,38398,
PI00020,80976,CO00016,822312,PE00223,PIAGGIO & C. S.P.A.,,Società per azioni,"Viale Rinaldo Piaggio, 25",Pontedera,PI,Fabbricazione di motocicli,Manifatturiero,Maggiore di 50.000.000 euro,Più di 250,Consigliere,37917,
PI00021,80976,CO00016,822312,PE00223,PIAGGIO & C. S.P.A.,,Società per azioni,"Viale Rinaldo Piaggio, 25",Pontedera,PI,Fabbricazione di motocicli,Manifatturiero,Maggiore di 50.000.000 euro,Più di 250,Vice Presidente del consiglio di amministrazione,38149,
PI00257,96509,CO00182,546305,PE00370,SBAMET S.R.L.,,Società a responsabilità limitata,"Viale Galileo Ferraris, 13/1",Bruino,TO,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",Manifatturiero,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Azionista,,49
PI00256,96509,CO00182,546305,PE00370,SBAMET S.R.L.,,Società a responsabilità limitata,"Viale Galileo Ferraris, 13/1",Bruino,TO,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",Manifatturiero,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Amministratore,40210,
PI00081,96330,CO00063,495024,PE00200,COLOMBIN & FIGLIO SOCIETA' PER AZIONI,,Società per azioni,"Via Dei Cosulich, 1",Trieste,TS,Fabbricazione dei prodotti della lavorazione del sughero,Manifatturiero,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Consigliere - terminato,43301,
PI00339,96330,CO00063,495024,PE00200,COLOMBIN & FIGLIO SOCIETA' PER AZIONI,,Società per azioni,"Via Dei Cosulich, 1",Trieste,TS,Fabbricazione dei prodotti della lavorazione del sughero,Manifatturiero,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Presidente del consiglio di amministrazione - terminato,43661,
PI00083,96332,CO00065,505870,PE00793,NUOVA TRIESTEUFFICIO S.R.L.,,Società a responsabilità limitata,"Via Antonio Pigafetta, 1",Trieste,TS,Fabbricazione di oggetti di cancelleria,Manifatturiero,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,30
PI00050,96303,CO00040,502880,PE00629,DI.EMME S.R.L.,,Società a responsabilità limitata,"Via Del Collio, 10",San Giovanni al Natisone,UD,"Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi)",Manifatturiero,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,49
PI00049,96303,CO00040,502880,PE00629,DI.EMME S.R.L.,,Società a responsabilità limitata,"Via Del Collio, 10",San Giovanni al Natisone,UD,"Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi)",Manifatturiero,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Amministratore,41545,
PI00272,96521,CO00191,519118,PE00507,KREA CONTRACT S.R.L.,,Società a responsabilità limitata,"Vicolo Santa Marta, 9",Saronno,VA,Fabbricazione di altri mobili per ufficio e negozi,Manifatturiero,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,66.67
PI00271,96521,CO00191,519118,PE00507,KREA CONTRACT S.R.L.,,Società a responsabilità limitata,"Vicolo Santa Marta, 9",Saronno,VA,Fabbricazione di altri mobili per ufficio e negozi,Manifatturiero,Tra 250.000 e 2.000.000 euro,Fino a 2,Amministratore unico - terminato,39188,
PI00273,96522,CO00192,519118,PE00507,TCI ELETTROMECCANICA - S.R.L.,,Società a responsabilità limitata,"Via Antonio Parma, 14",Saronno,VA,"Fabbricazione di motori, generatori e trasformatori elettrici",Manifatturiero,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Amministratore unico,40270,
PI00279,96529,CO00197,541252,PE00154,G. CANDIANI - S.R.L.,,Società a responsabilità limitata,"Via Monte San Michele, 82, 21049",Tradate,VA,Fabbricazione di imballaggi in materie plastiche,Manifatturiero,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Azionista,,5
PI00283,96544,CO00199,498501,PE00411,TICINO PLAST S.R.L.,,Società a responsabilità limitata,"Via Paolo Camillo Marliani, 5",Busto Arsizio,VA,"Fabbricazione di stampi, portastampi, sagome, forme per macchine",Manifatturiero,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Azionista,,50
PI00282,96544,CO00199,498501,PE00411,TICINO PLAST S.R.L.,,Società a responsabilità limitata,"Via Paolo Camillo Marliani, 5",Busto Arsizio,VA,"Fabbricazione di stampi, portastampi, sagome, forme per macchine",Manifatturiero,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,39745,
PI00341,103984,CO00224,510057,PE00750,CONTINENTAL FORNI S.R.L.,,Società a responsabilità limitata,"Via Saviabona, 104/H, Cavazzale",Monticello Conte Otto,VI,"Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e accessori)",Manifatturiero,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,5
PI00340,103984,CO00224,510057,PE00750,CONTINENTAL FORNI S.R.L.,,Società a responsabilità limitata,"Via Saviabona, 104/H, Cavazzale",Monticello Conte Otto,VI,"Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e accessori)",Manifatturiero,Tra 250.000 e 2.000.000 euro,Fino a 2,Amministratore unico,42937,
PI00402,133958,CO00270,822307,PE00528,CENTRO 4X4 S.R.L.,,Società a responsabilità limitata,"Via Di Fabrica, 2",Foggia,FG,Manutenzione e riparazione di autoveicoli,Meccanica,Minore o uguale a 250.000 euro,Da 3 a 10,Azionista,,50
PI00342,96290,CO00030,819614,PE00733,RACCORDERIA PIACENTINA DI PISANI PIETRO & C. S.N.C.,,Società in nome collettivo,"Via Matera, 24",Rottofreno,PC,Lavori di meccanica generale,Meccanica,Dato non disponibile,Da 11 a 50,Azionista,,30
PI00036,96290,CO00030,819614,PE00733,RACCORDERIA PIACENTINA DI PISANI PIETRO & C. S.N.C.,,Società in nome collettivo,"Via Matera, 24",Rottofreno,PC,Lavori di meccanica generale,Meccanica,Dato non disponibile,Da 11 a 50,Amministratore,28998,
PI00135,96385,CO00100,822259,PE00624,MORETTO CAR SERVICE S.R.L.,,Società a responsabilità limitata,"Via Mocenigo, 21",Portogruaro,VE,Manutenzione e riparazione di autoveicoli,Meccanica,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Azionista,,60
PI00394,131689,CO00265,748802,PE00996,METAL - CARPENTERIA S.R.L.,,Società a responsabilità limitata,"Via Amedeo Avogadro, C.P. 102",Crotone,KR,Fabbricazione di strutture metalliche e parti assemblate di strutture,Metallurgia,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Azionista,,33.67
PI00075,96327,CO00060,607940,PE00898,S.I.T.E.M. - S.P.A.,,Società per azioni,"Localita' Cannaiola, SNC",Trevi,PG,"Fucinatura, imbutitura, stampaggio e profilatura dei metalli metallurgia delle polveri",Metallurgia,Maggiore di 50.000.000 euro,Più di 250,Consigliere - terminato,40274,
PI00211,96456,CO00147,819059,PE00237,C.M.V.-COSTRUZIONI MECCANICHE VALENTINI S.P.A.,,Società per azioni,"Via Nazionale, 28",Sella Giudicarie,TN,Fabbricazione di macchine per la metallurgia (incluse parti e accessori),Metallurgia,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Sindaco supplente,41074,
PI00038,96291,CO00031,734906,PE00222,VAL.CO.M. SRL,,Società a responsabilità limitata,"Via Giorgione, 1/A",Loria,TV,Fabbricazione di strutture metalliche e parti assemblate di strutture,Metallurgia,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,95
PI00037,96291,CO00031,734906,PE00222,VAL.CO.M. SRL,,Società a responsabilità limitata,"Via Giorgione, 1/A",Loria,TV,Fabbricazione di strutture metalliche e parti assemblate di strutture,Metallurgia,Minore o uguale a 250.000 euro,Fino a 2,Amministratore unico - terminato,40876,
PI00175,96414,CO00121,501741,PE00698,RAMMENDATURA DI VALDENGO S.R.L.,,Società a responsabilità limitata,"Via Liberta', 41",Valdengo,BI,"Finissaggio dei tessili, degli articoli di vestiario e attività similari",Moda,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,93
PI00174,96414,CO00121,501741,PE00698,RAMMENDATURA DI VALDENGO S.R.L.,,Società a responsabilità limitata,"Via Liberta', 41",Valdengo,BI,"Finissaggio dei tessili, degli articoli di vestiario e attività similari",Moda,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Amministratore unico,40812,
PI00177,96415,CO00122,501741,PE00698,RAMMENDATURA R.P.S.R.L.,,Società a responsabilità limitata,"Via Eroi D'Africa, 52",Valdengo,BI,"Finissaggio dei tessili, degli articoli di vestiario e attività similari",Moda,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,70
PI00176,96415,CO00122,501741,PE00698,RAMMENDATURA R.P.S.R.L.,,Società a responsabilità limitata,"Via Eroi D'Africa, 52",Valdengo,BI,"Finissaggio dei tessili, degli articoli di vestiario e attività similari",Moda,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Amministratore unico,38257,
PI00363,84392,CO00246,494583,PE00725,LANIFICIO CESARE GATTI S.P.A.,,Società per azioni,"Via Per Occhieppo, 20",Camburzano,BI,Tessitura,Moda,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Sindaco effettivo,44025,
PI00364,84392,CO00246,494583,PE00725,LANIFICIO CESARE GATTI S.P.A.,,Società per azioni,"Via Per Occhieppo, 20",Camburzano,BI,Tessitura,Moda,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Presidente del collegio sindacale,44025,
PI00343,96447,CO00144,504670,PE00269,MANIFATTURA MARA DI DARA MAURIZIO & DARA ANDREA S.N.C.,,Società in nome collettivo,"Via Antonio Meucci, 6",Castiglione delle Stiviere,MN,Fabbricazione di articoli di calzetteria in maglia,Moda,Dato non disponibile,Da 3 a 10,Azionista,,60
PI00207,96447,CO00144,504670,PE00269,MANIFATTURA MARA DI DARA MAURIZIO & DARA ANDREA S.N.C.,,Società in nome collettivo,"Via Antonio Meucci, 6",Castiglione delle Stiviere,MN,Fabbricazione di articoli di calzetteria in maglia,Moda,Dato non disponibile,Da 3 a 10,Amministratore,36280,
PI00169,96408,CO00116,819350,PE00594,"MOLECULAR MEDICINE S.P.A. O IN FORMA ABBREVIATA ""MOLMED S.P.A.""",,Società per azioni,"Via Olgettina, 58",Milano,MI,Ricerca e sviluppo sperimentale nel campo delle biotecnologie,Ricerca e sviluppo,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Consigliere - terminato,38061,
PI00344,90635,CO00223,851720,PE00990,CONSORZIO MEDITECH - MEDITERRANEAN COMPETENCE CENTRE 4 INNOVATION,,Società consortile,"Corso Umberto I, 38/40",Napoli,NA,Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria,Ricerca e sviluppo,Dato non disponibile,Dato non disponibile,Presidente del consiglio di amministrazione,43543,
PI00345,90635,CO00223,851720,PE00990,CONSORZIO MEDITECH - MEDITERRANEAN COMPETENCE CENTRE 4 INNOVATION,,Società consortile,"Corso Umberto I, 38/40",Napoli,NA,Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria,Ricerca e sviluppo,Dato non disponibile,Dato non disponibile,Institore società consortile,43543,
PI00004,6456,CO00004,819329,PE00800,PARCO SCIENTIFICO TECNOLOGICO PER L'AMBIENTE - ENVIRONMENT PARK TORINO S.P.A. IN VERSIONE ABBREVIATA ENVIRONMENT PARK S.P.A.,,Società per azioni,"Galleria San Federico, 54",Torino,TO,Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria,Ricerca e sviluppo,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere - terminato,43096,
PI00126,96377,CO00093,819207,PE00063,ONORANZE FUNEBRI LUCADEI S.R.L.,,Società a responsabilità limitata,"Via Salaria, 213",Colli del Tronto,AP,Servizi di pompe funebri e attività connesse,Sanità,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Amministratore,40609,
PI00099,96353,CO00077,822340,PE00428,THERAPIA S.R.L.,,Società a responsabilità limitata,"Strada Privata Perrini, S.C.",Bitonto,BA,Studi medici specialistici e poliambulatori,Sanità,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,10
PI00045,96299,CO00036,536663,PE00381,SANT'ANTONIO SOCIETA' PER AZIONI,,Società per azioni,"Giampietro Chironi, 3",Cagliari,CA,Servizi ospedalieri,Sanità,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Azionista,,22
PI00043,96299,CO00036,536663,PE00381,SANT'ANTONIO SOCIETA' PER AZIONI,,Società per azioni,"Giampietro Chironi, 3",Cagliari,CA,Servizi ospedalieri,Sanità,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,37666,
PI00044,96299,CO00036,536663,PE00381,SANT'ANTONIO SOCIETA' PER AZIONI,,Società per azioni,"Giampietro Chironi, 3",Cagliari,CA,Servizi ospedalieri,Sanità,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Presidente del consiglio di amministrazione,42942,
PI00046,96300,CO00037,536663,PE00381,CASA DI CURA S.ANTONIO - S.P.A.,,Società per azioni,"Via Giampietro Chironi, 3",Cagliari,CA,Ospedali e case di cura generici,Sanità,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Consigliere,41303,
PI00047,96301,CO00038,536663,PE00381,CASA DI CURA MADONNA DEL RIMEDIO DI ORISTANO S.P.A. *CASA DI CURA MADONNA DEL RIMEDIO S.P.A.,,Società per azioni,"Via Giampietro Chironi, 20",Cagliari,CA,Servizi ospedalieri,Sanità,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Consigliere,40381,
PI00225,96466,CO00157,819575,PE00139,ARAGON SOCIETA' COOPERATIVA SOCIALE ONLUS,,Società cooperativa diversa,"Via Luigi Dottesio, 8",Como,CO,Strutture di assistenza infermieristica residenziale per anziani,Sanità,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Presidente del consiglio di amministrazione - terminato,43158,
PI00226,96467,CO00158,819575,PE00139,ASLAN SOCIETA' COOPERATIVA SOCIALE ONLUS,,Società cooperativa diversa,"Via Luigi Dottesio, 8",Como,CO,Strutture di assistenza infermieristica residenziale per anziani,Sanità,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Presidente del consiglio di amministrazione - terminato,43158,
PI00227,96468,CO00159,819575,PE00139,COOPERATIVA SOCIALE AVALON ONLUS,,Società cooperativa sociale,"Via Luigi Dottesio, 8",Como,CO,"Strutture di assistenza residenziale per persone affette da ritardi mentali, disturbi mentali o che abusano di sostanze stupefacenti",Sanità,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Vice Presidente del consiglio di amministrazione - terminato,43132,
PI00228,96469,CO00160,819575,PE00139,IL MAESTRALE COOPERATIVA SOCIALE ONLUS,,Società cooperativa diversa,"Via Luigi Dottesio, 8",Como,CO,Assistenza sociale non residenziale per anziani e disabili,Sanità,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Vice Presidente del consiglio di amministrazione - terminato,42489,
PI00229,96470,CO00161,819575,PE00139,"CONSORZIO REMEDIA - SOCIETA' COOPERATIVA IN BREVE ""CONSORZIO REMEDIA S.C.""",,Società cooperativa diversa,"Via Pratobello, 51",Lipomo,CO,Assistenza sociale non residenziale per anziani e disabili,Sanità,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Consigliere - terminato,42163,
PI00110,96363,CO00084,822309,PE00022,CASE DI CURA RIUNITE VILLA SERENA E NUOVA SAN FRANCESCO - S.R.L.,,Società a responsabilità limitata,"Viale Europa, 12",Foggia,FG,Ospedali e case di cura generici,Sanità,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Sindaco effettivo,42129,
PI00164,96400,CO00113,494826,PE00304,P.G.R. COOPERATIVA SOCIALE - ONLUS,,Società cooperativa diversa,"Via Dei Lavoratori, 133",Cinisello Balsamo,MI,Strutture di assistenza infermieristica residenziale per anziani,Sanità,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Amministratore delegato - terminato,42933,
PI00165,96400,CO00113,494826,PE00304,P.G.R. COOPERATIVA SOCIALE - ONLUS,,Società cooperativa diversa,"Via Dei Lavoratori, 133",Cinisello Balsamo,MI,Strutture di assistenza infermieristica residenziale per anziani,Sanità,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Consigliere - terminato,41990,
PI00166,96400,CO00113,494826,PE00304,P.G.R. COOPERATIVA SOCIALE - ONLUS,,Società cooperativa diversa,"Via Dei Lavoratori, 133",Cinisello Balsamo,MI,Strutture di assistenza infermieristica residenziale per anziani,Sanità,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Presidente del consiglio di amministrazione - terminato,41990,
PI00234,96473,CO00164,494879,PE00641,RIABILITI S.R.L.,,Società a responsabilità limitata,"Baluardo Alfonso La Marmora, 16",Novara,NO,Fisioterapia,Sanità,Minore o uguale a 250.000 euro,Da 3 a 10,Azionista,,10
PI00213,96458,CO00149,819059,PE00237,COOPERATIVA SOCIALE VILLA MARIA,,Società cooperativa sociale,"Via Castel Beseno, 8",Calliano,TN,Strutture di assistenza residenziale per anziani e disabili,Sanità,Tra 2.000.000 e 10.000.000 euro,Più di 250,Sindaco supplente,38122,
PI00346,103926,CO00235,496893,PE00553,SALUS MANGIALAVORI DIAGNOSTICA S.R.L.,,Società a responsabilità limitata,"Via San Giovanni Bosco, SNC",Vibo Valentia,VV,Altri studi medici specialistici e poliambulatori,Sanità,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,40
PI00295,96555,CO00207,819027,PE00901,SENSI SAN MAURIZIO S.R.L.,,Società a responsabilità limitata,"Localita' San Maurizio, 39",Santo Stefano Belbo,CN,Servizi degli istituti di bellezza,Servizi per la persona,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Amministratore unico - terminato,42289,
PI00194,96439,CO00136,496395,PE00902,EGIDA - SOCIETA' COOPERATIVA SOCIALE,,Società cooperativa diversa,"Via Alessandro Manzoni, 1",Vercelli,VC,Servizi di vigilanza privata,Sicurezza,Minore o uguale a 250.000 euro,Da 11 a 50,Consigliere,43208,
PI00039,96292,CO00032,822357,PE00290,LEGA PALLAVOLO SERIE A,03747920373,Società consortile,"Via Giuseppe Rivani, 6",Bologna,BO,"Enti e organizzazioni sportive, promozione di eventi sportivi",Sport,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Presidente del consiglio di amministrazione - terminato,42571,
PI00347,103980,CO00228,544575,PE00337,HOCKEY CLUB VAL PUSTERIA SOCIETA' SPORTIVA DILETTANTISTICA A R.L.ABBREVIATO HC VAL PUSTERIA S.S.D.A R.L.,,Società a responsabilità limitata,"Via Neurauth, 9",Brunico,BZ,Attività di club sportivi,Sport,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,2.86
PI00223,96465,CO00156,819232,PE00412,ASSOCIAZIONE CALCIO MONZA S.P.A.,,Società per azioni,"Via Ragazzi Del 99, 14",Monza,MB,Attività di club sportivi,Sport,Minore o uguale a 250.000 euro,Da 51 a 250,Amministratore delegato,43371,
PI00224,96465,CO00156,819232,PE00412,ASSOCIAZIONE CALCIO MONZA S.P.A.,,Società per azioni,"Via Ragazzi Del 99, 14",Monza,MB,Attività di club sportivi,Sport,Minore o uguale a 250.000 euro,Da 51 a 250,Consigliere,43371,
PI00244,96480,CO00171,819524,PE00180,A.S. PISTOIA BASKET 2000 S.R.L.,,Società a responsabilità limitata,"Via Enrico Fermi, 100",Pistoia,PT,Attività di club sportivi,Sport,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Azionista - terminato,,2
PI00243,96480,CO00171,819524,PE00180,A.S. PISTOIA BASKET 2000 S.R.L.,,Società a responsabilità limitata,"Via Enrico Fermi, 100",Pistoia,PT,Attività di club sportivi,Sport,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,39016,
PI00348,103993,CO00232,822170,PE00529,OMNIA BASKET S.S.R.L.,,Società a responsabilità limitata,"Via Giacomo Franchi, 7",Pavia,PV,Corsi sportivi e ricreativi,Sport,Minore o uguale a 250.000 euro,Dato non disponibile,Azionista,,50
PI00218,96462,CO00153,819540,PE00143,POTENZA CALCIO S.R.L.,,Società a responsabilità limitata,"Via Nazario Sauro, 124",Potenza,PZ,Attività di club sportivi,Sport,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,80
PI00179,96416,CO00123,819334,PE00045,EUROSPORT SOCIETA' RESPONSABILITA LIMITATA,,Società a responsabilità limitata,"Largo Paolo Mattei Gentili, 30",Roma,RM,Gestione di palestre,Sport,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,12.5
PI00178,96416,CO00123,819334,PE00045,EUROSPORT SOCIETA' RESPONSABILITA LIMITATA,,Società a responsabilità limitata,"Largo Paolo Mattei Gentili, 30",Roma,RM,Gestione di palestre,Sport,Tra 250.000 e 2.000.000 euro,Fino a 2,Consigliere,40443,
